GeneID,nr_annotation
CSS0049417,PREDICTED: protein SCARECROW 1-like [Malus domestica] 
CSS0047491,PREDICTED: G-type lectin S-receptor-like serine/threonine-protein kinase At5g35370 [Vitis vinifera]
CSS0021005,hypothetical protein MIMGU_mgv1a014628mg [Erythranthe guttata]
CSS0011564,hypothetical protein VITISV_026270 [Vitis vinifera]
CSS0018698,PREDICTED: pre-mRNA-splicing factor SPF27 homolog [Vitis vinifera]
CSS0038585,PREDICTED: pentatricopeptide repeat-containing protein At4g04370 isoform X1 [Vitis vinifera]
CSS0027268,PREDICTED: transcription factor HBP-1b(c38)-like [Sesamum indicum]
CSS0011789,unnamed protein product [Coffea canephora]
CSS0008201,Xyloglucan endotransglucosylase/hydrolase protein 2 precursor putative [Ricinus communis] 
CSS0009358,unnamed protein product [Coffea canephora]
CSS0031127,unnamed protein product [Coffea canephora]
CSS0040374,RNA-binding family protein isoform 2 partial [Theobroma cacao] 
CSS0029842,PREDICTED: uncharacterized protein LOC100257505 [Vitis vinifera] 
CSS0042794,PREDICTED: cytochrome P450 71A2-like [Solanum tuberosum]
CSS0008813,hypothetical protein MIMGU_mgv1a005768mg [Erythranthe guttata]
CSS0026692,lipoxygenase [Camellia sinensis]
CSS0026936,PREDICTED: E3 ubiquitin-protein ligase RLIM-like [Vitis vinifera]
CSS0025253,gag-pol polyprotein [Populus deltoides]
CSS0009597,reverse transcriptase family member [Glycine max]
CSS0049762,PREDICTED: polyubiquitin 9 [Nelumbo nucifera] 
CSS0040675,hypothetical protein L484_014262 [Morus notabilis] 
CSS0023401,PREDICTED: endoglucanase 24-like [Vitis vinifera] 
CSS0028906,PREDICTED: F-box/kelch-repeat protein SKIP6 [Nicotiana sylvestris] 
CSS0019353,PREDICTED: ankyrin repeat-containing protein At2g01680 [Sesamum indicum]
CSS0022201,PREDICTED: uncharacterized protein LOC103324551 [Prunus mume]
CSS0028624,PREDICTED: GDSL esterase/lipase At5g55050-like [Nicotiana tomentosiformis]
CSS0037946,caffeic acid O-methyltransferase [Camellia sinensis]
CSS0023253,Cyclic nucleotide gated channel 1 isoform 1 [Theobroma cacao] 
CSS0046028,PREDICTED: MIP18 family protein At1g68310 [Vitis vinifera]
CSS0007227,PREDICTED: endonuclease V isoform X1 [Vitis vinifera]
CSS0006625,PREDICTED: pentatricopeptide repeat-containing protein At5g66520-like [Prunus mume]
CSS0022808,RmlC-like cupins superfamily protein [Theobroma cacao] 
CSS0025434,PREDICTED: 60S ribosomal protein L32-1 [Eucalyptus grandis] 
CSS0023672,PREDICTED: GPN-loop GTPase 3 homolog UM01243-like isoform X1 [Solanum tuberosum] 
CSS0041305,PREDICTED: F-box/kelch-repeat protein At1g80440-like [Nicotiana tomentosiformis]
CSS0013803,hypothetical protein RCOM_1590900 [Ricinus communis] 
CSS0016601,unnamed protein product [Coffea canephora]
CSS0012633,PREDICTED: B3 domain-containing protein Os07g0563300 isoform X1 [Vitis vinifera]
CSS0033284,PREDICTED: glyceraldehyde-3-phosphate dehydrogenase GAPCP2 chloroplastic-like [Nelumbo nucifera]
CSS0044365,Pathogenesis-related family protein isoform 1 [Theobroma cacao] 
CSS0042008,gag-pol precursor [Castanea mollissima]
CSS0034941,PREDICTED: uncharacterized protein LOC103337169 [Prunus mume]
CSS0016511,PREDICTED: UDP-glycosyltransferase 92A1 [Vitis vinifera]
CSS0015366,hypothetical protein EUGRSUZ_E01263 [Eucalyptus grandis]
CSS0044438,PREDICTED: protein TOPLESS-like isoform X2 [Solanum tuberosum]
CSS0020285,PREDICTED: uncharacterized protein LOC100263563 [Vitis vinifera]
CSS0039172,hypothetical protein VITISV_043423 [Vitis vinifera]
CSS0035077,PREDICTED: uncharacterized N-acetyltransferase ycf52 [Nelumbo nucifera]
CSS0007964,Kinase family protein / peptidoglycan-binding LysM domain-containing protein isoform 1 [Theobroma cacao] 
CSS0032343,Uncharacterized protein isoform 1 [Theobroma cacao] 
CSS0049493,PREDICTED: histone deacetylase HDT1 [Sesamum indicum]
CSS0007941,hypothetical protein CISIN_1g004488mg [Citrus sinensis] 
CSS0014637,hypothetical protein VITISV_017120 [Vitis vinifera]
CSS0010329,PREDICTED: NEDD8-specific protease 1 [Nelumbo nucifera]
CSS0045723,hypothetical protein PRUPE_ppa012485mg [Prunus persica] 
CSS0020393,PREDICTED: uncharacterized protein LOC100260782 [Vitis vinifera] 
CSS0020578,hypothetical protein ARALYDRAFT_473932 [Arabidopsis lyrata subsp. lyrata] 
CSS0030361,PREDICTED: uncharacterized protein LOC105166618 [Sesamum indicum]
CSS0043460,beta-amylase [Camellia sinensis]
CSS0037677,PREDICTED: mannan synthase 1-like [Vitis vinifera]
CSS0041015,2-methoxy-6-polyprenyl-14-benzoquinol methylase [Morus notabilis] 
CSS0025399,PREDICTED: probable LRR receptor-like serine/threonine-protein kinase At2g24230 [Vitis vinifera]
CSS0004311,PREDICTED: adenylyl-sulfate kinase 3-like [Nicotiana sylvestris]
CSS0019087,PREDICTED: chaperone protein dnaJ 49 [Solanum lycopersicum] 
CSS0043381,PREDICTED: DNA repair helicase XPB1 [Vitis vinifera]
CSS0019331,PREDICTED: protein AUXIN RESPONSE 4 [Nicotiana sylvestris]
CSS0040974,PREDICTED: uncharacterized protein At3g49720 [Vitis vinifera]
CSS0041167,PREDICTED: aspartate aminotransferase mitochondrial isoform X1 [Sesamum indicum]
CSS0046867,PREDICTED: multiprotein-bridging factor 1c [Vitis vinifera]
CSS0042868,gag-pol polyprotein partial [Caragana korshinskii]
CSS0033148,hypothetical protein POPTR_0005s24730g [Populus trichocarpa] 
CSS0045322,PREDICTED: uncharacterized protein LOC105158269 isoform X2 [Sesamum indicum]
CSS0042842,PREDICTED: transcription factor MYB114 isoform X2 [Vitis vinifera]
CSS0049824,PREDICTED: uncharacterized protein LOC103723403 [Phoenix dactylifera]
CSS0021160,hypothetical protein PRUPE_ppa004486mg [Prunus persica] 
CSS0021254,PREDICTED: GDSL esterase/lipase At5g41890 [Pyrus x bretschneideri]
CSS0041283,PREDICTED: uncharacterized protein LOC103429605 [Malus domestica]
CSS0035525,PREDICTED: RRP15-like protein [Vitis vinifera] 
CSS0027586,PREDICTED: F-box/kelch-repeat protein SKIP6-like [Camelina sativa]
CSS0003028,PREDICTED: E3 ubiquitin-protein ligase TRAF7 [Nicotiana tomentosiformis]
CSS0039131,PREDICTED: cystinosin homolog [Nicotiana tomentosiformis]
CSS0024157,PREDICTED: endoglucanase 12 [Eucalyptus grandis] 
CSS0023673,PREDICTED: protein transport protein SFT2-like [Malus domestica] 
CSS0010849,PREDICTED: putative lipase ROG1 [Nicotiana sylvestris] 
CSS0035603,PREDICTED: LOW QUALITY PROTEIN: transmembrane protein 184A [Sesamum indicum]
CSS0023447,PREDICTED: probable LRR receptor-like serine/threonine-protein kinase At1g14390 [Prunus mume]
CSS0020185,Plant intracellular ras group-related LRR 4 isoform 1 [Theobroma cacao] 
CSS0046215,hypothetical protein CISIN_1g010329mg [Citrus sinensis]
CSS0019745,PREDICTED: pentatricopeptide repeat-containing protein At2g39620 [Vitis vinifera] 
CSS0007039,PREDICTED: exocyst complex component EXO70A1-like [Nicotiana sylvestris]
CSS0040919,hypothetical protein VITISV_032980 [Vitis vinifera]
CSS0006285,PREDICTED: uncharacterized protein LOC103420839 [Malus domestica]
CSS0037567,PREDICTED: stromal 70 kDa heat shock-related protein chloroplastic-like [Musa acuminata subsp. malaccensis]
CSS0027110,hypothetical protein CISIN_1g036018mg [Citrus sinensis]
CSS0046081,PREDICTED: uncharacterized protein LOC104222108 isoform X3 [Nicotiana sylvestris]
CSS0002137,PREDICTED: acyl-CoA--sterol O-acyltransferase 1-like [Malus domestica]
CSS0039161,PREDICTED: phragmoplast orienting kinesin 2 isoform X1 [Vitis vinifera]
CSS0028645,PREDICTED: ras guanine nucleotide exchange factor K-like [Glycine max] 
CSS0030994,Auxin efflux carrier family protein putative [Theobroma cacao] 
CSS0045866,Polyadenylate-binding RBP47B&apos; -like protein [Gossypium arboreum]
CSS0024147,PREDICTED: proteasome subunit alpha type-6 [Musa acuminata subsp. malaccensis]
CSS0020187,PREDICTED: uncharacterized protein LOC102629445 [Citrus sinensis]
CSS0008222,hypothetical protein CICLE_v10000121mg [Citrus clementina] 
CSS0012647,polyol transporter [Camellia sinensis]
CSS0027659,PREDICTED: probable glutamate carboxypeptidase 2 isoform X1 [Nelumbo nucifera]
CSS0018296,PREDICTED: mediator of RNA polymerase II transcription subunit 25 [Vitis vinifera]
CSS0019423,F12K11.18 [Arabidopsis thaliana]
CSS0032518,PREDICTED: UPF0057 membrane protein At2g24040-like [Sesamum indicum]
CSS0040617,PREDICTED: probable E3 ubiquitin-protein ligase RHA2B [Vitis vinifera]
CSS0044407,PREDICTED: pentatricopeptide repeat-containing protein At3g13160 mitochondrial-like [Prunus mume]
CSS0034174,ascorbate peroxidase [Camellia sinensis]
CSS0020929,unnamed protein product [Vitis vinifera]
CSS0031326,PREDICTED: pentatricopeptide repeat-containing protein At4g21065-like [Prunus mume]
CSS0012125,hypothetical protein VITISV_044222 [Vitis vinifera]
CSS0010636,Chlorophyll a-b binding protein CP24 10A chloroplastic [Glycine soja]
CSS0040147,PREDICTED: protein NRT1/ PTR FAMILY 5.2-like [Sesamum indicum]
CSS0031084,hypothetical protein PHAVU_006G122000g [Phaseolus vulgaris] 
CSS0027536,hypothetical protein POPTR_0005s09270g [Populus trichocarpa] 
CSS0031801,PREDICTED: uncharacterized protein LOC104879528 [Vitis vinifera]
CSS0029879,PREDICTED: pentatricopeptide repeat-containing protein At3g09040 mitochondrial [Vitis vinifera] 
CSS0015101,PREDICTED: ocs element-binding factor 1 [Populus euphratica]
CSS0039255,PREDICTED: ubiquitin carboxyl-terminal hydrolase 9 [Vitis vinifera]
CSS0047850,glycine-rich RNA-binding protein putative [Ricinus communis] 
CSS0007042,PREDICTED: stem-specific protein TSJT1 [Beta vulgaris subsp. vulgaris]
CSS0040556,PREDICTED: phosphopantetheine adenylyltransferase [Nicotiana tomentosiformis] 
CSS0040496,hypothetical protein VITISV_033739 [Vitis vinifera]
CSS0023706,PREDICTED: uncharacterized protein LOC100244977 [Vitis vinifera] 
CSS0010319,PREDICTED: telomere repeat-binding protein 4 isoform X2 [Vitis vinifera]
CSS0042584,alpha tubulin [Betula pendula]
CSS0020774,unnamed protein product [Coffea canephora]
CSS0027604,PREDICTED: uncharacterized protein LOC100256556 [Vitis vinifera]
CSS0010634,zinc finger family protein [Populus trichocarpa] 
CSS0043556,PREDICTED: uncharacterized protein LOC105175631 [Sesamum indicum]
CSS0007874,unnamed protein product [Coffea canephora]
CSS0002620,PREDICTED: serine/threonine-protein kinase TOR isoform X3 [Nicotiana tomentosiformis]
CSS0004676,conserved hypothetical protein [Ricinus communis] 
CSS0003036,PREDICTED: beta-hexosaminidase 3-like [Vitis vinifera]
CSS0016748,Putative ribonuclease H protein partial [Glycine soja]
CSS0016048,PREDICTED: uncharacterized protein LOC104093294 isoform X2 [Nicotiana tomentosiformis]
CSS0048712,Major facilitator superfamily protein [Theobroma cacao] 
CSS0026220,PREDICTED: uncharacterized protein LOC104216650 [Nicotiana sylvestris]
CSS0043800,PREDICTED: aquaporin NIP1-1 [Vitis vinifera] 
CSS0050334,unnamed protein product [Vitis vinifera]
CSS0034428,PREDICTED: uncharacterized protein LOC102610887 [Citrus sinensis]
CSS0005636,BnaA10g22480D [Brassica napus]
CSS0025560,PREDICTED: chaperone protein dnaJ 10 [Prunus mume]
CSS0024600,Dehydration-responsive element-binding protein 2G putative [Ricinus communis] 
CSS0012145,hypothetical protein MIMGU_mgv1a016211mg [Erythranthe guttata] 
CSS0032484,hypothetical protein PHAVU_002G052200g partial [Phaseolus vulgaris] 
CSS0049771,PREDICTED: 50S ribosomal protein L17 chloroplastic [Nicotiana tomentosiformis]
CSS0031771,PREDICTED: uncharacterized protein LOC102624640 [Citrus sinensis]
CSS0025396,hypothetical protein JCGZ_19101 [Jatropha curcas]
CSS0049855,PREDICTED: benzyl alcohol O-benzoyltransferase [Prunus mume]
CSS0011749,PREDICTED: guanylate kinase 2 chloroplastic/mitochondrial [Nicotiana tomentosiformis]
CSS0039610,PREDICTED: nucleolin isoform X2 [Malus domestica]
CSS0030867,PREDICTED: uncharacterized protein LOC104114001 [Nicotiana tomentosiformis]
CSS0021020,PREDICTED: uncharacterized protein LOC101215968 [Cucumis sativus]
CSS0029201,PREDICTED: eukaryotic translation initiation factor 3 subunit B-like [Sesamum indicum]
CSS0008657,PREDICTED: IAA-alanine resistance protein 1 [Nicotiana tomentosiformis]
CSS0002731,pollen-specific protein [Vitis pseudoreticulata]
CSS0030586,PREDICTED: transcription factor MYB46-like [Populus euphratica]
CSS0032352,PREDICTED: glutaminyl-peptide cyclotransferase [Prunus mume]
CSS0046153,PREDICTED: zinc finger CCCH domain-containing protein 15 [Sesamum indicum]
CSS0008746,hypothetical protein POPTR_0001s40220g [Populus trichocarpa] 
CSS0036457,hypothetical protein VITISV_003451 [Vitis vinifera]
CSS0025644,PREDICTED: phosphoglycerate mutase-like protein AT74 [Sesamum indicum]
CSS0047784,PREDICTED: polynucleotide 5&apos;-hydroxyl-kinase NOL9 [Vitis vinifera] 
CSS0026418,PREDICTED: cytochrome P450 86B1-like [Nicotiana tomentosiformis]
CSS0048098,dynamin putative [Ricinus communis] 
CSS0038127,PREDICTED: dephospho-CoA kinase [Eucalyptus grandis] 
CSS0024162,PREDICTED: actin-related protein 3 [Eucalyptus grandis] 
CSS0024984,PREDICTED: ruvB-like protein 1-like [Glycine max] 
CSS0037129,PREDICTED: protein-L-isoaspartate O-methyltransferase 1 isoform X2 [Sesamum indicum]
CSS0045443,PREDICTED: retrovirus-related Pol polyprotein from transposon TNT 1-94 isoform X3 [Cucumis melo]
CSS0040846,Glycosyl hydrolase family protein isoform 1 [Theobroma cacao] 
CSS0026085,hypothetical protein VITISV_020397 [Vitis vinifera]
CSS0031540,PREDICTED: sugar transport protein 8 [Populus euphratica]
CSS0025621,Sulfiredoxin isoform 2 [Theobroma cacao] 
CSS0049973,hypothetical protein CISIN_1g0380452mg partial [Citrus sinensis]
CSS0002641,PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC103952350 [Pyrus x bretschneideri]
CSS0028867,PREDICTED: 25.3 kDa vesicle transport protein isoform X1 [Vitis vinifera]
CSS0035578,PREDICTED: uncharacterized protein LOC104595562 [Nelumbo nucifera] 
CSS0045930,PREDICTED: cysteine-rich receptor-like protein kinase 15 [Vitis vinifera]
CSS0011845,PREDICTED: SNF1-related protein kinase regulatory subunit gamma-like PV42a-like [Fragaria vesca subsp. vesca]
CSS0023882,PREDICTED: uncharacterized protein LOC103719802 partial [Phoenix dactylifera]
CSS0024070,hypothetical protein JCGZ_18440 [Jatropha curcas]
CSS0042270,PREDICTED: uncharacterized protein LOC100853402 isoform X3 [Vitis vinifera]
CSS0022923,unnamed protein product [Vitis vinifera]
CSS0004230,Transcription-repair-coupling factor [Morus notabilis] 
CSS0019102,PREDICTED: kinesin heavy chain-like [Vitis vinifera]
CSS0010868,PREDICTED: sphinganine C(4)-monooxygenase 1 [Vitis vinifera] 
CSS0002703,PREDICTED: clathrin heavy chain 2 [Vitis vinifera] 
CSS0018353,PREDICTED: uncharacterized protein LOC103401418 [Malus domestica]
CSS0037914,hypothetical protein JCGZ_00132 [Jatropha curcas]
CSS0050062,hypothetical protein JCGZ_12482 [Jatropha curcas]
CSS0010152,PREDICTED: G-type lectin S-receptor-like serine/threonine-protein kinase RLK1-like partial [Citrus sinensis]
CSS0007132,L-galactose dehydrogenase [Camellia sinensis]
CSS0033206,hypothetical protein PRUPE_ppa017432mg partial [Prunus persica] 
CSS0028214,PREDICTED: uncharacterized protein LOC103321917 [Prunus mume]
CSS0017034,PREDICTED: putative methylesterase 14 chloroplastic [Populus euphratica]
CSS0050198,conserved hypothetical protein [Ricinus communis] 
CSS0003192,PREDICTED: homogentisate phytyltransferase 1 chloroplastic-like [Malus domestica]
CSS0026469,PREDICTED: probable mannitol dehydrogenase isoform X2 [Vitis vinifera] 
CSS0017852,PREDICTED: cationic amino acid transporter 1-like isoform X1 [Sesamum indicum]
CSS0012098,hypothetical protein [Rosa rugosa]
CSS0003183,diacylglycerol acyltransferase type 2 [Olea europaea]
CSS0032466,PREDICTED: annexin D5 [Vitis vinifera] 
CSS0006604,DNA binding protein putative [Ricinus communis] 
CSS0015308,nucleotide-sensitive chloride conductance regulator family protein [Populus trichocarpa] 
CSS0049320,PREDICTED: DNA polymerase epsilon catalytic subunit A [Vitis vinifera]
CSS0037744,unnamed protein product [Vitis vinifera]
CSS0019969,PREDICTED: uncharacterized protein LOC100267159 [Vitis vinifera] 
CSS0014830,Golgin candidate 6 [Morus notabilis] 
CSS0003801,PREDICTED: beta-amylase 1 chloroplastic [Sesamum indicum]
CSS0031348,PREDICTED: prolyl 4-hydroxylase subunit alpha-1 [Prunus mume]
CSS0035278,PREDICTED: uncharacterized protein LOC104093253 [Nicotiana tomentosiformis]
CSS0038484,hypothetical protein POPTR_0011s16450g [Populus trichocarpa] 
CSS0033750,unnamed protein product [Coffea canephora]
CSS0020179,PREDICTED: uncharacterized protein LOC103936764 [Pyrus x bretschneideri]
CSS0025670,LRR receptor-like kinase [Medicago truncatula]
CSS0048288,PREDICTED: pentatricopeptide repeat-containing protein At1g25360 [Vitis vinifera]
CSS0006025,kinase putative [Ricinus communis] 
CSS0007992,PREDICTED: cytochrome P450 94A2-like [Nicotiana tomentosiformis]
CSS0006241,PREDICTED: GATA transcription factor 9-like [Nelumbo nucifera]
CSS0046122,PREDICTED: uncharacterized protein LOC100245335 [Vitis vinifera]
CSS0046277,gibberellin 2 oxidase 1 [Camellia lipoensis]
CSS0038453,PREDICTED: DNA repair protein recA homolog 2 mitochondrial isoform X1 [Vitis vinifera] 
CSS0025015,hypothetical protein POPTR_0009s10810g [Populus trichocarpa] 
CSS0022389,PREDICTED: transcription repressor MYB4 [Vitis vinifera]
CSS0028563,cytochrome P450 CYP736A54 [Bupleurum chinense]
CSS0021382,PREDICTED: agamous-like MADS-box protein AGL62 [Nicotiana tomentosiformis]
CSS0027677,PREDICTED: putative disease resistance RPP13-like protein 1 [Vitis vinifera] 
CSS0042088,14-3-3 protein [Manihot esculenta] 
CSS0041533,PREDICTED: uncharacterized protein LOC100248663 isoform X1 [Vitis vinifera] 
CSS0036200,rubisco subunit binding-protein beta subunit rubb putative [Ricinus communis] 
CSS0041791,PREDICTED: uncharacterized protein LOC100818186 [Glycine max] 
CSS0015713,hypothetical protein CICLE_v10031457mg [Citrus clementina] 
CSS0017073,LRR and NB-ARC domains-containing disease resistance protein putative [Theobroma cacao] 
CSS0021723,hypothetical protein MIMGU_mgv1a015461mg [Erythranthe guttata]
CSS0038216,hypothetical protein VITISV_038324 [Vitis vinifera]
CSS0021094,unnamed protein product [Coffea canephora]
